509, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 18:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 18:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 18:15:00, 7,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 18:15:00, 54,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
726, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C3 T4 
727, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C3 T5 
728, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C3 L1 
729, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C3 L2 
510, 2026-02-24 18:15:00, 0,0,4,0,0,0,0, Video OK,C4 LT 
511, 2026-02-24 18:15:00, 7,0,0,0,0,0,0, Video OK,C4 T  
512, 2026-02-24 18:15:00, 5,0,0,0,0,0,0, Video OK,C4 RT 
607, 2026-02-24 18:15:00, 1,0,0,8.1,8.1,8.1,0, Video OK,C4 PD 
608, 2026-02-24 18:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
731, 2026-02-24 18:15:00, 6,0,0,0,0,0,0, Video LC,C4 R1 
733, 2026-02-24 18:15:00, 2,0,0,0,0,0,0, Video LC,C4 T1 
734, 2026-02-24 18:15:00, 1,0,0,0,0,0,0, Video LC,C4 T2 
735, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C4 T3 
736, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C4 T4 
737, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C4 T5 
738, 2026-02-24 18:15:00, 4,0,0,0,0,0,0, Video LC,C4 L1 
739, 2026-02-24 18:15:00, 0,0,0,0,0,0,0, Video LC,C4 L2 
501, 2026-02-24 18:30:00, 0,0,5,0,0,0,0, Video OK,C1 LT 
502, 2026-02-24 18:30:00, 44,0,0,0,0,0,0, Video OK,C1 T  
503, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video OK,C1 RT 
601, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
602, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
701, 2026-02-24 18:30:00, 6,0,0,0,0,0,0, Video LC,C1 R1 
703, 2026-02-24 18:30:00, 14,0,0,0,0,0,0, Video LC,C1 T1 
704, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C1 T2 
705, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C1 T3 
706, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C1 T4 
707, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C1 T5 
708, 2026-02-24 18:30:00, 8,0,0,0,0,0,0, Video LC,C1 L1 
709, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C1 L2 
504, 2026-02-24 18:30:00, 16,0,6,0,0,0,0, Video OK,C2 LT 
505, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video OK,C2 T  
506, 2026-02-24 18:30:00, 11,0,0,0,0,0,0, Video OK,C2 RT 
603, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
604, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
711, 2026-02-24 18:30:00, 13,0,0,0,0,0,0, Video LC,C2 R1 
713, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C2 T1 
714, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C2 T2 
715, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C2 T3 
716, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C2 T4 
717, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C2 T5 
718, 2026-02-24 18:30:00, 7,0,0,0,0,0,0, Video LC,C2 L1 
719, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C2 L2 
507, 2026-02-24 18:30:00, 0,0,6,0,0,0,0, Video OK,C3 LT 
508, 2026-02-24 18:30:00, 78,0,0,0,0,0,0, Video OK,C3 T  
509, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 18:30:00, 10,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 18:30:00, 64,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
726, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C3 T4 
727, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C3 T5 
728, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C3 L1 
729, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C3 L2 
510, 2026-02-24 18:30:00, 0,0,6,0,0,0,0, Video OK,C4 LT 
511, 2026-02-24 18:30:00, 29,0,0,0,0,0,0, Video OK,C4 T  
512, 2026-02-24 18:30:00, 8,0,0,0,0,0,0, Video OK,C4 RT 
607, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
608, 2026-02-24 18:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
731, 2026-02-24 18:30:00, 5,0,0,0,0,0,0, Video LC,C4 R1 
733, 2026-02-24 18:30:00, 1,0,0,0,0,0,0, Video LC,C4 T1 
734, 2026-02-24 18:30:00, 2,0,0,0,0,0,0, Video LC,C4 T2 
735, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C4 T3 
736, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C4 T4 
737, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C4 T5 
738, 2026-02-24 18:30:00, 6,0,0,0,0,0,0, Video LC,C4 L1 
739, 2026-02-24 18:30:00, 0,0,0,0,0,0,0, Video LC,C4 L2 
501, 2026-02-24 18:45:00, 0,0,4,0,0,0,0, Video OK,C1 LT 
502, 2026-02-24 18:45:00, 48,0,0,0,0,0,0, Video OK,C1 T  
503, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video OK,C1 RT 
601, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
602, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
701, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C1 R1 
703, 2026-02-24 18:45:00, 25,0,0,0,0,0,0, Video LC,C1 T1 
704, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C1 T2 
705, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C1 T3 
706, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C1 T4 
707, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C1 T5 
708, 2026-02-24 18:45:00, 10,0,0,0,0,0,0, Video LC,C1 L1 
709, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C1 L2 
504, 2026-02-24 18:45:00, 13,0,6,0,0,0,0, Video OK,C2 LT 
505, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video OK,C2 T  
506, 2026-02-24 18:45:00, 14,0,0,0,0,0,0, Video OK,C2 RT 
603, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
604, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
711, 2026-02-24 18:45:00, 16,0,0,0,0,0,0, Video LC,C2 R1 
713, 2026-02-24 18:45:00, 1,0,0,0,0,0,0, Video LC,C2 T1 
714, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C2 T2 
715, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C2 T3 
716, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C2 T4 
717, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C2 T5 
718, 2026-02-24 18:45:00, 4,0,0,0,0,0,0, Video LC,C2 L1 
719, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C2 L2 
507, 2026-02-24 18:45:00, 0,0,4,0,0,0,0, Video OK,C3 LT 
508, 2026-02-24 18:45:00, 55,0,0,0,0,0,0, Video OK,C3 T  
509, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 18:45:00, 8,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 18:45:00, 48,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
726, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C3 T4 
727, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C3 T5 
728, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C3 L1 
729, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C3 L2 
510, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video OK,C4 LT 
511, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video OK,C4 T  
512, 2026-02-24 18:45:00, 1,0,0,0,0,0,0, Video OK,C4 RT 
607, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
608, 2026-02-24 18:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
731, 2026-02-24 18:45:00, 5,0,0,0,0,0,0, Video LC,C4 R1 
733, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 T1 
734, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 T2 
735, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 T3 
736, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 T4 
737, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 T5 
738, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 L1 
739, 2026-02-24 18:45:00, 0,0,0,0,0,0,0, Video LC,C4 L2 
501, 2026-02-24 19:00:00, 0,0,5,0,0,0,0, Video OK,C1 LT 
502, 2026-02-24 19:00:00, 52,0,0,0,0,0,0, Video OK,C1 T  
503, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video OK,C1 RT 
601, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
602, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
701, 2026-02-24 19:00:00, 2,0,0,0,0,0,0, Video LC,C1 R1 
703, 2026-02-24 19:00:00, 21,0,0,0,0,0,0, Video LC,C1 T1 
704, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C1 T2 
705, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C1 T3 
706, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C1 T4 
707, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C1 T5 
708, 2026-02-24 19:00:00, 10,0,0,0,0,0,0, Video LC,C1 L1 
709, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C1 L2 
504, 2026-02-24 19:00:00, 22,0,6,0,0,0,0, Video OK,C2 LT 
505, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video OK,C2 T  
506, 2026-02-24 19:00:00, 11,0,0,0,0,0,0, Video OK,C2 RT 
603, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
604, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
711, 2026-02-24 19:00:00, 16,0,0,0,0,0,0, Video LC,C2 R1 
713, 2026-02-24 19:00:00, 2,0,0,0,0,0,0, Video LC,C2 T1 
714, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C2 T2 
715, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C2 T3 
716, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C2 T4 
717, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C2 T5 
718, 2026-02-24 19:00:00, 8,0,0,0,0,0,0, Video LC,C2 L1 
719, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C2 L2 
507, 2026-02-24 19:00:00, 1,0,4,0,0,0,0, Video OK,C3 LT 
508, 2026-02-24 19:00:00, 62,0,0,0,0,0,0, Video OK,C3 T  
509, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 19:00:00, 10,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 19:00:00, 57,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
726, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C3 T4 
727, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C3 T5 
728, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C3 L1 
729, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C3 L2 
510, 2026-02-24 19:00:00, 0,0,2,0,0,0,0, Video OK,C4 LT 
511, 2026-02-24 19:00:00, 1,0,0,0,0,0,0, Video OK,C4 T  
512, 2026-02-24 19:00:00, 2,0,0,0,0,0,0, Video OK,C4 RT 
607, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
608, 2026-02-24 19:00:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
731, 2026-02-24 19:00:00, 4,0,0,0,0,0,0, Video LC,C4 R1 
733, 2026-02-24 19:00:00, 2,0,0,0,0,0,0, Video LC,C4 T1 
734, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C4 T2 
735, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C4 T3 
736, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C4 T4 
737, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C4 T5 
738, 2026-02-24 19:00:00, 1,0,0,0,0,0,0, Video LC,C4 L1 
739, 2026-02-24 19:00:00, 0,0,0,0,0,0,0, Video LC,C4 L2 
501, 2026-02-24 19:15:00, 0,0,5,0,0,0,0, Video OK,C1 LT 
502, 2026-02-24 19:15:00, 41,0,0,0,0,0,0, Video OK,C1 T  
503, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video OK,C1 RT 
601, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
602, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
701, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C1 R1 
703, 2026-02-24 19:15:00, 26,0,0,0,0,0,0, Video LC,C1 T1 
704, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C1 T2 
705, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C1 T3 
706, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C1 T4 
707, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C1 T5 
708, 2026-02-24 19:15:00, 9,0,0,0,0,0,0, Video LC,C1 L1 
709, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C1 L2 
504, 2026-02-24 19:15:00, 15,0,3,0,0,0,0, Video OK,C2 LT 
505, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video OK,C2 T  
506, 2026-02-24 19:15:00, 21,0,0,0,0,0,0, Video OK,C2 RT 
603, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
604, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
711, 2026-02-24 19:15:00, 15,0,0,0,0,0,0, Video LC,C2 R1 
713, 2026-02-24 19:15:00, 1,0,0,0,0,0,0, Video LC,C2 T1 
714, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C2 T2 
715, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C2 T3 
716, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C2 T4 
717, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C2 T5 
718, 2026-02-24 19:15:00, 7,0,0,0,0,0,0, Video LC,C2 L1 
719, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C2 L2 
507, 2026-02-24 19:15:00, 1,0,3,0,0,0,0, Video OK,C3 LT 
508, 2026-02-24 19:15:00, 37,0,0,0,0,0,0, Video OK,C3 T  
509, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 19:15:00, 4,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 19:15:00, 35,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
726, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C3 T4 
727, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C3 T5 
728, 2026-02-24 19:15:00, 1,0,0,0,0,0,0, Video LC,C3 L1 
729, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C3 L2 
510, 2026-02-24 19:15:00, 0,0,1,0,0,0,0, Video OK,C4 LT 
511, 2026-02-24 19:15:00, 11,0,0,0,0,0,0, Video OK,C4 T  
512, 2026-02-24 19:15:00, 6,0,0,0,0,0,0, Video OK,C4 RT 
607, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
608, 2026-02-24 19:15:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
731, 2026-02-24 19:15:00, 8,0,0,0,0,0,0, Video LC,C4 R1 
733, 2026-02-24 19:15:00, 3,0,0,0,0,0,0, Video LC,C4 T1 
734, 2026-02-24 19:15:00, 2,0,0,0,0,0,0, Video LC,C4 T2 
735, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C4 T3 
736, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C4 T4 
737, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C4 T5 
738, 2026-02-24 19:15:00, 3,0,0,0,0,0,0, Video LC,C4 L1 
739, 2026-02-24 19:15:00, 0,0,0,0,0,0,0, Video LC,C4 L2 
501, 2026-02-24 19:30:00, 0,0,3,0,0,0,0, Video OK,C1 LT 
502, 2026-02-24 19:30:00, 38,0,0,0,0,0,0, Video OK,C1 T  
503, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video OK,C1 RT 
601, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
602, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
701, 2026-02-24 19:30:00, 1,0,0,0,0,0,0, Video LC,C1 R1 
703, 2026-02-24 19:30:00, 19,0,0,0,0,0,0, Video LC,C1 T1 
704, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C1 T2 
705, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C1 T3 
706, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C1 T4 
707, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C1 T5 
708, 2026-02-24 19:30:00, 7,0,0,0,0,0,0, Video LC,C1 L1 
709, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C1 L2 
504, 2026-02-24 19:30:00, 12,0,2,0,0,0,0, Video OK,C2 LT 
505, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video OK,C2 T  
506, 2026-02-24 19:30:00, 8,0,0,0,0,0,0, Video OK,C2 RT 
603, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
604, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
711, 2026-02-24 19:30:00, 11,0,0,0,0,0,0, Video LC,C2 R1 
713, 2026-02-24 19:30:00, 1,0,0,0,0,0,0, Video LC,C2 T1 
714, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C2 T2 
715, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C2 T3 
716, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C2 T4 
717, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C2 T5 
718, 2026-02-24 19:30:00, 3,0,0,0,0,0,0, Video LC,C2 L1 
719, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C2 L2 
507, 2026-02-24 19:30:00, 0,0,3,0,0,0,0, Video OK,C3 LT 
508, 2026-02-24 19:30:00, 41,0,0,0,0,0,0, Video OK,C3 T  
509, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 19:30:00, 5,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 19:30:00, 32,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
726, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C3 T4 
727, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C3 T5 
728, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C3 L1 
729, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C3 L2 
510, 2026-02-24 19:30:00, 0,0,1,0,0,0,0, Video OK,C4 LT 
511, 2026-02-24 19:30:00, 9,0,0,0,0,0,0, Video OK,C4 T  
512, 2026-02-24 19:30:00, 1,0,0,0,0,0,0, Video OK,C4 RT 
607, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
608, 2026-02-24 19:30:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C4 PD 
731, 2026-02-24 19:30:00, 4,0,0,0,0,0,0, Video LC,C4 R1 
733, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C4 T1 
734, 2026-02-24 19:30:00, 1,0,0,0,0,0,0, Video LC,C4 T2 
735, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C4 T3 
736, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C4 T4 
737, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C4 T5 
738, 2026-02-24 19:30:00, 5,0,0,0,0,0,0, Video LC,C4 L1 
739, 2026-02-24 19:30:00, 0,0,0,0,0,0,0, Video LC,C4 L2 
501, 2026-02-24 19:45:00, 0,0,4,0,0,0,0, Video OK,C1 LT 
502, 2026-02-24 19:45:00, 34,0,0,0,0,0,0, Video OK,C1 T  
503, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video OK,C1 RT 
601, 2026-02-24 19:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
602, 2026-02-24 19:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C1 PD 
701, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C1 R1 
703, 2026-02-24 19:45:00, 12,0,0,0,0,0,0, Video LC,C1 T1 
704, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C1 T2 
705, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C1 T3 
706, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C1 T4 
707, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C1 T5 
708, 2026-02-24 19:45:00, 10,0,0,0,0,0,0, Video LC,C1 L1 
709, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C1 L2 
504, 2026-02-24 19:45:00, 16,0,2,0,0,0,0, Video OK,C2 LT 
505, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video OK,C2 T  
506, 2026-02-24 19:45:00, 2,0,0,0,0,0,0, Video OK,C2 RT 
603, 2026-02-24 19:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
604, 2026-02-24 19:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C2 PD 
711, 2026-02-24 19:45:00, 6,0,0,0,0,0,0, Video LC,C2 R1 
713, 2026-02-24 19:45:00, 2,0,0,0,0,0,0, Video LC,C2 T1 
714, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C2 T2 
715, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C2 T3 
716, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C2 T4 
717, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C2 T5 
718, 2026-02-24 19:45:00, 6,0,0,0,0,0,0, Video LC,C2 L1 
719, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C2 L2 
507, 2026-02-24 19:45:00, 1,0,3,0,0,0,0, Video OK,C3 LT 
508, 2026-02-24 19:45:00, 38,0,0,0,0,0,0, Video OK,C3 T  
509, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video OK,C3 RT 
605, 2026-02-24 19:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
606, 2026-02-24 19:45:00, 0,0,0,0.0,0.0,0.0,0, Video OK,C3 PD 
721, 2026-02-24 19:45:00, 3,0,0,0,0,0,0, Video LC,C3 R1 
723, 2026-02-24 19:45:00, 31,0,0,0,0,0,0, Video LC,C3 T1 
724, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C3 T2 
725, 2026-02-24 19:45:00, 0,0,0,0,0,0,0, Video LC,C3 T3 
